venue,menu_a,menu_b,support_days,conf_a_to_b,conf_b_to_a,lift,jaccard,cosine
라그로타,라그로타_알리오 에 올리오 ,라그로타_해산물 토마토 스파게티,205,0.9534883720930233,0.4680365296803653,1.158118296697462,0.4575892857142857,0.6680324758310777
라그로타,라그로타_시저 샐러드 ,라그로타_제로콜라,78,0.4126984126984127,0.4105263157894737,1.1555555555555554,0.2591362126245847,0.41161093145984734
라그로타,라그로타_Open Food,라그로타_하이네켄(생),90,0.6164383561643836,0.31690140845070425,1.154736639012155,0.2647058823529412,0.44198436996293206
라그로타,라그로타_양갈비 (4ps),라그로타_해산물 토마토 스파게티,131,0.9492753623188406,0.2990867579908676,1.1530011250082721,0.2943820224719101,0.5328373959816899
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_잭 애플 토닉,69,0.4107142857142857,0.696969696969697,2.207070707070707,0.3484848484848485,0.5350284209791207
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_파스타면 추가(150g),109,0.6770186335403726,0.6646341463414634,2.196182396606575,0.5046296296296297,0.6707978097462525
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_콥 샐러드,88,0.5238095238095238,0.6929133858267716,2.194225721784777,0.4251207729468599,0.6024571608597297
미라시아,미라시아_잭 애플 토닉,미라시아_콥 샐러드,50,0.5050505050505051,0.3937007874015748,2.1156446353296743,0.2840909090909091,0.44591342378980575
미라시아,미라시아_보일링 랍스타 플래터,미라시아_파스타면 추가(150g),130,0.6220095693779905,0.7926829268292683,2.0177383592017737,0.5349794238683128,0.7021797248357134
미라시아,미라시아_잭 애플 토닉,미라시아_코카콜라(제로),65,0.6565656565656566,0.37142857142857144,1.9959595959595957,0.31100478468899523,0.4938291646584311
미라시아,미라시아_잭 애플 토닉,미라시아_파스타면 추가(150g),59,0.5959595959595959,0.3597560975609756,1.9332347868933235,0.28921568627450983,0.4630335825255443
미라시아,미라시아_스프라이트,미라시아_코카콜라(제로),117,0.6223404255319149,0.6685714285714286,1.8919148936170211,0.47560975609756095,0.6450418803113664
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_파스타면 추가(150g),97,0.5773809523809523,0.5914634146341463,1.872967479674797,0.4127659574468085,0.5843797649131544
미라시아,미라시아_코카콜라(제로),미라시아_파스타면 추가(150g),101,0.5771428571428572,0.6158536585365854,1.8721951219512196,0.42436974789915966,0.5961841494619647
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_코카콜라(제로),99,0.6149068322981367,0.5657142857142857,1.8693167701863354,0.4177215189873418,0.5897979140471543
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_코카콜라(제로),102,0.6071428571428571,0.5828571428571429,1.8457142857142854,0.42323651452282157,0.5948760803902003
미라시아,미라시아_칠리 치즈 프라이,미라시아_파스타면 추가(150g),116,0.5631067961165048,0.7073170731707317,1.8266635093535402,0.4566929133858268,0.6311062120686772
미라시아,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,70,0.7070707070707071,0.33980582524271846,1.8260272629204666,0.2978723404255319,0.4901701185518289
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_스프라이트,108,0.6428571428571429,0.574468085106383,1.819148936170213,0.43548387096774194,0.607701334418564
미라시아,미라시아_보일링 랍스타 플래터,미라시아_코카콜라(제로),125,0.5980861244019139,0.7142857142857143,1.818181818181818,0.4826254826254826,0.6536087320200026
미라시아,미라시아_스프라이트,미라시아_파스타면 추가(150g),105,0.5585106382978723,0.6402439024390244,1.8117540217955372,0.4251012145748988,0.597982466814488
미라시아,미라시아_코카콜라,미라시아_파스타면 추가(150g),131,0.5527426160337553,0.7987804878048781,1.793043120304621,0.48518518518518516,0.6644697257708491
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_코카콜라,134,0.7976190476190477,0.5654008438818565,1.7904360056258792,0.4944649446494465,0.6715463369120944
미라시아,미라시아_스프라이트,미라시아_코카콜라,149,0.7925531914893617,0.6286919831223629,1.779064547984559,0.5398550724637681,0.7058837281644935
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_보일링 랍스타 플래터,117,0.6964285714285714,0.5598086124401914,1.772727272727273,0.45,0.624393075101841
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_잭 애플 토닉,53,0.32919254658385094,0.5353535353535354,1.768994290733421,0.2560386473429952,0.41980280326088576
미라시아,미라시아_잭 애플 토닉,미라시아_코카콜라,78,0.7878787878787878,0.3291139240506329,1.7685717938882495,0.3023255813953488,0.5092169277970284
미라시아,미라시아_보일링 랍스타 플래터,미라시아_스프라이트,130,0.6220095693779905,0.6914893617021277,1.760154738878143,0.4868913857677903,0.6558300085401719
미라시아,미라시아_칠리 치즈 프라이,미라시아_코카콜라(제로),119,0.5776699029126213,0.68,1.7561165048543688,0.4541984732824427,0.6267499772481707
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_보일링 랍스타 플래터(덜매운맛),89,0.5297619047619048,0.5527950310559007,1.7505175983436856,0.37083333333333335,0.5411559374109187
미라시아,미라시아_보일링 랍스타 플래터,미라시아_잭 애플 토닉,68,0.3253588516746411,0.6868686868686869,1.7483930211202938,0.2833333333333333,0.4727354516120667
미라시아,미라시아_코카콜라,미라시아_코카콜라(제로),136,0.5738396624472574,0.7771428571428571,1.744472573839662,0.4927536231884058,0.6677989179507214
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_코카콜라,125,0.7763975155279503,0.5274261603375527,1.7427994863327831,0.45787545787545786,0.6399159011233604
미라시아,미라시아_공깃밥,미라시아_글라스와인 (레드),35,0.40229885057471265,0.2845528455284553,1.7400242967946922,0.2,0.33834196116334925
미라시아,미라시아_보일링 랍스타 플래터,미라시아_칠리 치즈 프라이,140,0.6698564593301436,0.6796116504854369,1.729920564872021,0.509090909090909,0.6747164248139286
미라시아,미라시아_코카콜라(제로),미라시아_핑크레몬에이드,134,0.7657142857142857,0.5654008438818565,1.7188185654008437,0.48201438848920863,0.6579783456279167
미라시아,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,125,0.7621951219512195,0.5274261603375527,1.7109190079242567,0.4528985507246377,0.6340359978729476
미라시아,미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),108,0.5167464114832536,0.6708074534161491,1.7075098814229248,0.4122137404580153,0.5887591564884701
미라시아,미라시아_스프라이트,미라시아_칠리 치즈 프라이,123,0.6542553191489362,0.5970873786407767,1.6896302416856024,0.45387453874538747,0.625018074516588
미라시아,미라시아_보일링 랍스타 플래터,미라시아_코카콜라,157,0.7511961722488039,0.6624472573839663,1.6862293824319141,0.5432525951557093,0.7054274194157423
미라시아,미라시아_코카콜라(제로),미라시아_콥 샐러드,70,0.4,0.5511811023622047,1.675590551181102,0.3017241379310345,0.4695449296338764
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_칠리 치즈 프라이,104,0.6459627329192547,0.5048543689320388,1.668214436471085,0.39543726235741444,0.5710666404909023
미라시아,미라시아_칠리 치즈 프라이,미라시아_코카콜라,153,0.7427184466019418,0.6455696202531646,1.6671992134693376,0.5275862068965518,0.6924423914867112
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_콥 샐러드,64,0.39751552795031053,0.5039370078740157,1.6651831564532695,0.2857142857142857,0.44757433543350006
미라시아,미라시아_보일링 랍스타 플래터,미라시아_콥 샐러드,83,0.39712918660287083,0.6535433070866141,1.663564781675018,0.32806324110671936,0.509451785700136
미라시아,미라시아_코카콜라,미라시아_콥 샐러드,94,0.39662447257383965,0.7401574803149606,1.661450546529785,0.34814814814814815,0.5418159929823994
미라시아,미라시아_잭 애플 토닉,미라시아_핑크레몬에이드,73,0.7373737373737373,0.3080168776371308,1.6552018071005414,0.27756653992395436,0.47657481704080873
미라시아,미라시아_스프라이트,미라시아_콥 샐러드,74,0.39361702127659576,0.5826771653543307,1.6488524040877868,0.3070539419087137,0.4789067238958565
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_칠리 치즈 프라이,107,0.6369047619047619,0.5194174757281553,1.644822006472492,0.40074906367041196,0.5751690740189472
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_핑크레몬에이드,123,0.7321428571428571,0.5189873417721519,1.6434599156118144,0.43617021276595747,0.6164193988073703
미라시아,미라시아_BBQ 고기추가,미라시아_글라스와인 (레드),75,0.3787878787878788,0.6097560975609756,1.6383345651638335,0.3048780487804878,0.48059153006799527
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_스프라이트,93,0.577639751552795,0.4946808510638298,1.6345975948196114,0.36328125,0.5345533873304291
미라시아,미라시아_코카콜라,미라시아_핑크레몬에이드,172,0.7257383966244726,0.7257383966244726,1.6290836582456516,0.5695364238410596,0.7257383966244726
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_쉬림프 투움바 파스타,153,0.9503105590062112,0.49038461538461536,1.6204013377926423,0.478125,0.6826548747164995
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_핑크레몬에이드,116,0.7204968944099379,0.48945147679324896,1.6173179233168227,0.41134751773049644,0.5938419562424785
미라시아,미라시아_BBQ 고기추가,미라시아_공깃밥,52,0.26262626262626265,0.5977011494252874,1.6059445024962264,0.22317596566523606,0.39619694476482853
미라시아,미라시아_스프라이트,미라시아_잭 애플 토닉,56,0.2978723404255319,0.5656565656565656,1.6006877283473029,0.24242424242424243,0.410479530657973
미라시아,미라시아_스프라이트,미라시아_핑크레몬에이드,134,0.7127659574468085,0.5654008438818565,1.5999640901337646,0.46048109965635736,0.6348216078794774
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_파스타면 추가(150g),153,0.49038461538461536,0.9329268292682927,1.5907598499061915,0.47368421052631576,0.6763822620033145
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_코카콜라(제로),163,0.5224358974358975,0.9314285714285714,1.5882051282051282,0.5030864197530864,0.6975756027927881
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_스프라이트,175,0.5608974358974359,0.9308510638297872,1.5872204037097657,0.5384615384615384,0.7225731623195869
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_콥 샐러드,118,0.3782051282051282,0.9291338582677166,1.5842923480718756,0.367601246105919,0.5927927040592412
미라시아,미라시아_콥 샐러드,미라시아_파스타면 추가(150g),62,0.4881889763779528,0.3780487804878049,1.5836374111772615,0.27074235807860264,0.42960359305675605
미라시아,미라시아_스텔라(무제한),미라시아_칠리 치즈 프라이,186,0.6118421052631579,0.9029126213592233,1.5800970873786409,0.5740740740740741,0.7432630484028543
미라시아,미라시아_스텔라(무제한),미라시아_파스타면 추가(150g),148,0.4868421052631579,0.9024390243902439,1.579268292682927,0.4625,0.6628312866075172
미라시아,미라시아_유자 하이볼,미라시아_핑크레몬에이드,143,0.7009803921568627,0.6033755274261603,1.5735087283858693,0.4798657718120805,0.6503494551647166
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_칠리 치즈 프라이,190,0.6089743589743589,0.9223300970873787,1.5726910629823252,0.5792682926829268,0.7494500514621002
미라시아,미라시아_칠리 치즈 프라이,미라시아_핑크레몬에이드,144,0.6990291262135923,0.6075949367088608,1.5691286715005528,0.4816053511705686,0.6517104861051399
미라시아,미라시아_보일링 랍스타 플래터,미라시아_핑크레몬에이드,146,0.6985645933014354,0.6160337552742616,1.5680859225163024,0.4866666666666667,0.656002568373875
미라시아,미라시아_보일링 랍스타 플래터,미라시아_스텔라(무제한),187,0.8947368421052632,0.6151315789473685,1.5657894736842108,0.5736196319018405,0.7418765978426552
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_쉬림프 투움바 파스타,154,0.9166666666666666,0.4935897435897436,1.5630341880341883,0.4723926380368098,0.6726494368965642
미라시아,미라시아_공깃밥,미라시아_브런치 4인 패키지 ,35,0.40229885057471265,0.25547445255474455,1.5622115949324606,0.18518518518518517,0.32058864392547914
미라시아,미라시아_스텔라(무제한),미라시아_콥 샐러드,113,0.3717105263157895,0.889763779527559,1.5570866141732287,0.3553459119496855,0.5750952640953627
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_스텔라(무제한),143,0.8881987577639752,0.47039473684210525,1.5543478260869568,0.4440993788819876,0.6463776148056721
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_스텔라(무제한),149,0.8869047619047619,0.4901315789473684,1.5520833333333335,0.4613003095975232,0.6593178530332094
미라시아,미라시아_보일링 랍스타 플래터,미라시아_쉬림프 투움바 파스타,190,0.9090909090909091,0.6089743589743589,1.5501165501165504,0.5740181268882175,0.7440517815401383
미라시아,미라시아_스텔라(무제한),미라시아_코카콜라(제로),155,0.5098684210526315,0.8857142857142857,1.5500000000000003,0.4783950617283951,0.672010226381193
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_코카콜라,214,0.6858974358974359,0.9029535864978903,1.5396516282592232,0.6388059701492538,0.7869774772592267
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_유자 하이볼,95,0.5900621118012422,0.46568627450980393,1.5387894288150044,0.35185185185185186,0.5241982702891225
미라시아,미라시아_스텔라(무제한),미라시아_잭 애플 토닉,87,0.28618421052631576,0.8787878787878788,1.537878787878788,0.27531645569620256,0.5014929863029041
미라시아,미라시아_BBQ 고기추가,미라시아_브런치(대인) 주말,115,0.5808080808080808,0.572139303482587,1.537263179054224,0.40492957746478875,0.5764573972208124
미라시아,미라시아_스텔라(무제한),미라시아_스프라이트,165,0.5427631578947368,0.8776595744680851,1.535904255319149,0.5045871559633027,0.6901893089543251
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_잭 애플 토닉,89,0.28525641025641024,0.898989898989899,1.532893032893033,0.27639751552795033,0.5064016503158648
미라시아,미라시아_스텔라(무제한),미라시아_코카콜라,207,0.680921052631579,0.8734177215189873,1.528481012658228,0.6197604790419161,0.7711864329225353
미라시아,미라시아_칠리 치즈 프라이,미라시아_콥 샐러드,75,0.3640776699029126,0.5905511811023622,1.5251127589633822,0.29069767441860467,0.46368793166758293
미라시아,미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터(덜매운맛),154,0.46107784431137727,0.9565217391304348,1.5235615725071596,0.45161290322580644,0.6641016349288943
미라시아,미라시아_글라스와인 (레드),미라시아_코카콜라(제로),61,0.4959349593495935,0.3485714285714286,1.5076422764227642,0.25738396624472576,0.4157748877205082
미라시아,미라시아_레인보우칵테일(알코올),미라시아_잭 애플 토닉,56,0.28,0.5656565656565656,1.5046464646464648,0.23045267489711935,0.39797467053047286
미라시아,미라시아_글라스와인 (레드),미라시아_보일링 랍스타 플래터(덜매운맛),56,0.45528455284552843,0.34782608695652173,1.504418522446094,0.24561403508771928,0.3979445243598784
미라시아,미라시아_버드와이저(무제한),미라시아_코카콜라(제로),165,0.4940119760479042,0.9428571428571428,1.5017964071856285,0.4796511627906977,0.6824827618876086
미라시아,미라시아_유자 하이볼,미라시아_잭 애플 토닉,57,0.27941176470588236,0.5757575757575758,1.501485442661913,0.23170731707317074,0.40109031437471165
미라시아,미라시아_레인보우칵테일(알코올),미라시아_얼그레이 하이볼,154,0.77,0.5641025641025641,1.5005128205128204,0.4827586206896552,0.659059158466806
미라시아,미라시아_보일링 랍스타 플래터,미라시아_유자 하이볼,120,0.5741626794258373,0.5882352941176471,1.4973262032085561,0.40955631399317405,0.5811563925514661
미라시아,미라시아_버드와이저(무제한),미라시아_파스타면 추가(150g),154,0.46107784431137727,0.9390243902439024,1.4956915437417848,0.4476744186046512,0.6579994997030499
미라시아,미라시아_버드와이저(무제한),미라시아_스프라이트,176,0.5269461077844312,0.9361702127659575,1.4911453688367944,0.5086705202312138,0.7023611961382434
미라시아,미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,195,0.5838323353293413,0.9330143540669856,1.4861186717474142,0.5603448275862069,0.7380541641578382
미라시아,미라시아_스텔라(무제한),미라시아_핑크레몬에이드,201,0.6611842105263158,0.8481012658227848,1.4841772151898736,0.5911764705882353,0.7488332029827517
미라시아,미라시아_버드와이저(무제한),미라시아_칠리 치즈 프라이,191,0.5718562874251497,0.9271844660194175,1.4768327422824254,0.5472779369627507,0.728159506218338
미라시아,미라시아_버드와이저(무제한),미라시아_코카콜라,219,0.655688622754491,0.9240506329113924,1.4718411278708405,0.6221590909090909,0.7783890330991866
미라시아,미라시아_버드와이저(무제한),미라시아_잭 애플 토닉,91,0.27245508982035926,0.9191919191919192,1.4641020988326376,0.26608187134502925,0.5004383247769727
미라시아,미라시아_버드와이저(무제한),미라시아_스텔라(무제한),278,0.8323353293413174,0.9144736842105263,1.4565868263473056,0.7722222222222223,0.872438396175533
미라시아,미라시아_브런치(대인) 주말,미라시아_파스타면 추가(150g),90,0.44776119402985076,0.5487804878048781,1.452493629413906,0.32727272727272727,0.4957041521712282
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_버드와이저(무제한),153,0.9107142857142857,0.45808383233532934,1.4505988023952097,0.4383954154727794,0.6458974300634213
미라시아,미라시아_글라스와인 (레드),미라시아_파스타면 추가(150g),55,0.44715447154471544,0.3353658536585366,1.4505254808645647,0.23706896551724138,0.3872471317735295
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),258,0.8269230769230769,0.8486842105263158,1.4471153846153846,0.7206703910614525,0.8377329877141365
미라시아,미라시아_레인보우칵테일(알코올),미라시아_코카콜라(제로),95,0.475,0.5428571428571428,1.444,0.3392857142857143,0.5077963596336064
미라시아,미라시아_브런치(대인) 주말,미라시아_잭 애플 토닉,54,0.26865671641791045,0.5454545454545454,1.4436906377204886,0.21951219512195122,0.38280546905320206
미라시아,"미라시아_(단체)브런치주중 36,000",미라시아_브런치(대인) 주중,233,0.9628099173553719,0.6563380281690141,1.4428588057269236,0.6401098901098901,0.7949394710659398
미라시아,미라시아_스프라이트,미라시아_유자 하이볼,104,0.5531914893617021,0.5098039215686274,1.4426366291197332,0.3611111111111111,0.5310547906336834
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_BBQ 고기추가,90,0.5357142857142857,0.45454545454545453,1.4393939393939394,0.32608695652173914,0.49346377121982676
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_핑크레몬에이드,200,0.6410256410256411,0.8438818565400844,1.4389267553824514,0.5730659025787965,0.7354929694011464
미라시아,미라시아_버드와이저(무제한),미라시아_핑크레몬에이드,214,0.6407185628742516,0.9029535864978903,1.4382374491523282,0.5994397759103641,0.7606175939873331
미라시아,미라시아_콥 샐러드,미라시아_핑크레몬에이드,81,0.6377952755905512,0.34177215189873417,1.4316754709458788,0.2862190812720848,0.4668839939529186
미라시아,미라시아_유자 하이볼,미라시아_코카콜라(제로),96,0.47058823529411764,0.5485714285714286,1.4305882352941175,0.3392226148409894,0.5080858790639646
미라시아,미라시아_BBQ 고기추가,미라시아_핑크레몬에이드,126,0.6363636363636364,0.5316455696202531,1.4284618335251247,0.4077669902912621,0.5816527382727268
미라시아,미라시아_BBQ 고기추가,미라시아_코카콜라(제로),93,0.4696969696969697,0.5314285714285715,1.4278787878787877,0.33214285714285713,0.4996102376957358
미라시아,미라시아_BBQ 고기추가,미라시아_파스타면 추가(150g),87,0.4393939393939394,0.5304878048780488,1.4253510716925353,0.31636363636363635,0.4827971897037195
미라시아,미라시아_버드와이저(무제한),미라시아_쉬림프 투움바 파스타,279,0.8353293413173652,0.8942307692307693,1.4243436204514048,0.7602179836512262,0.8642784270403024
미라시아,미라시아_레인보우칵테일(알코올),미라시아_보일링 랍스타 플래터(덜매운맛),86,0.43,0.5341614906832298,1.4208695652173913,0.31272727272727274,0.47925926281480347
미라시아,미라시아_글라스와인 (레드),미라시아_브런치 4인 패키지 ,45,0.36585365853658536,0.3284671532846715,1.4206871995727255,0.20930232558139536,0.3466567606989578
미라시아,미라시아_BBQ 고기추가,미라시아_보일링 랍스타 플래터(덜매운맛),85,0.4292929292929293,0.5279503105590062,1.4185331576635924,0.3102189781021898,0.4760728256695477
미라시아,미라시아_얼그레이 하이볼,미라시아_유자 하이볼,148,0.5421245421245421,0.7254901960784313,1.4137757667169433,0.44984802431610943,0.6271411646231364
미라시아,미라시아_레인보우칵테일(알코올),미라시아_칠리 치즈 프라이,109,0.545,0.529126213592233,1.4074757281553398,0.367003367003367,0.5370044565995398
미라시아,미라시아_글라스와인 (레드),미라시아_칠리 치즈 프라이,67,0.5447154471544715,0.32524271844660196,1.4067408635251402,0.25572519083969464,0.4209094116462314
미라시아,미라시아_유자 하이볼,미라시아_칠리 치즈 프라이,111,0.5441176470588235,0.5388349514563107,1.4051970302684182,0.3712374581939799,0.541469856907532
미라시아,미라시아_버드와이저(무제한),미라시아_콥 샐러드,112,0.33532934131736525,0.8818897637795275,1.4046866896129,0.3209169054441261,0.5438046649328376
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_브런치(대인) 주말,89,0.5297619047619048,0.4427860696517413,1.4021558872305142,0.31785714285714284,0.4843255017658516
미라시아,미라시아_BBQ 고기추가,미라시아_스프라이트,98,0.494949494949495,0.5212765957446809,1.40060176230389,0.3402777777777778,0.5079425044164171
미라시아,미라시아_유자 하이볼,미라시아_파스타면 추가(150g),88,0.43137254901960786,0.5365853658536586,1.3993304638928743,0.3142857142857143,0.4811114185247649
미라시아,미라시아_BBQ 고기추가,미라시아_얼그레이 하이볼,142,0.7171717171717171,0.5201465201465202,1.3975653975653974,0.4316109422492401,0.6107653993428026
미라시아,미라시아_레인보우칵테일(알코올),미라시아_유자 하이볼,107,0.535,0.5245098039215687,1.3951960784313726,0.3602693602693603,0.5297289354925208
미라시아,미라시아_레인보우칵테일(알코올),미라시아_핑크레몬에이드,124,0.62,0.5232067510548524,1.3917299578059072,0.3961661341853035,0.5695508630965355
미라시아,미라시아_얼그레이 하이볼,미라시아_파스타면 추가(150g),117,0.42857142857142855,0.7134146341463414,1.3902439024390245,0.365625,0.5529458643663596
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_글라스와인 (레드),54,0.32142857142857145,0.43902439024390244,1.3902439024390245,0.22784810126582278,0.375652742008357
미라시아,미라시아_레인보우칵테일(알코올),미라시아_스프라이트,98,0.49,0.5212765957446809,1.3865957446808512,0.33793103448275863,0.5053964106668087
미라시아,미라시아_글라스와인 (레드),미라시아_보일링 랍스타 플래터,67,0.5447154471544715,0.32057416267942584,1.386548410938655,0.2528301886792453,0.4178776117119626
미라시아,미라시아_유자 하이볼,미라시아_코카콜라,126,0.6176470588235294,0.5316455696202531,1.3864482501861504,0.4,0.5730351842710091
미라시아,미라시아_BBQ 고기추가,미라시아_잭 애플 토닉,51,0.25757575757575757,0.5151515151515151,1.3841444750535659,0.2073170731707317,0.36426712970216085
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치(대인) 주말,84,0.5217391304347826,0.417910447761194,1.3809214795587281,0.302158273381295,0.4669477846767624
미라시아,미라시아_브런치(대인) 주말,미라시아_스프라이트,98,0.48756218905472637,0.5212765957446809,1.3796972583889067,0.33676975945017185,0.504137638075429
미라시아,미라시아_스프라이트,미라시아_오븐구이 윙과 킬바사소세지,148,0.7872340425531915,0.4868421052631579,1.3776595744680853,0.43023255813953487,0.6190788953044856
미라시아,미라시아_레인보우칵테일(알코올),미라시아_브런치(대인) 주말,104,0.52,0.5174129353233831,1.3763184079601989,0.3501683501683502,0.5187048547759692
미라시아,미라시아_브런치(대인) 주말,미라시아_코카콜라,123,0.6119402985074627,0.5189873417721519,1.373638138421815,0.3904761904761905,0.5635505912033499
미라시아,미라시아_레인보우칵테일(알코올),미라시아_코카콜라,122,0.61,0.5147679324894515,1.369282700421941,0.3873015873015873,0.5603645588530429
미라시아,미라시아_공깃밥,미라시아_브런치(대인) 주말,45,0.5172413793103449,0.22388059701492538,1.3690169840452906,0.18518518518518517,0.3402944442696993
미라시아,미라시아_버드와이저(무제한),미라시아_유자 하이볼,175,0.5239520958083832,0.8578431372549019,1.366384877304215,0.4820936639118457,0.6704242758429504
미라시아,미라시아_레인보우칵테일(알코올),미라시아_파스타면 추가(150g),84,0.42,0.5121951219512195,1.362439024390244,0.3,0.46381240951435543
미라시아,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),63,0.5121951219512195,0.315,1.3624390243902438,0.2423076923076923,0.4016733292299031
미라시아,미라시아_브런치(대인) 주말,미라시아_코카콜라(제로),90,0.44776119402985076,0.5142857142857142,1.3611940298507461,0.3146853146853147,0.47987205117725507
미라시아,미라시아_얼그레이 하이볼,미라시아_잭 애플 토닉,69,0.25274725274725274,0.696969696969697,1.358197358197358,0.22772277227722773,0.41971082444604185
미라시아,미라시아_스텔라(무제한),미라시아_유자 하이볼,158,0.5197368421052632,0.7745098039215687,1.3553921568627454,0.4514285714285714,0.634461409125695
미라시아,미라시아_글라스와인 (레드),미라시아_오븐구이 윙과 킬바사소세지,95,0.7723577235772358,0.3125,1.3516260162601625,0.286144578313253,0.4912858522468219
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_유자 하이볼,87,0.5178571428571429,0.4264705882352941,1.3504901960784317,0.30526315789473685,0.4699476995753192
미라시아,미라시아_레인보우칵테일(알코올),미라시아_보일링 랍스타 플래터,106,0.53,0.507177033492823,1.3490909090909091,0.34983498349834985,0.5184629473271896
미라시아,미라시아_얼그레이 하이볼,미라시아_코카콜라(제로),121,0.4432234432234432,0.6914285714285714,1.3473992673992674,0.37003058103975534,0.5535859031547298
미라시아,미라시아_글라스와인 (레드),미라시아_얼그레이 하이볼,85,0.6910569105691057,0.31135531135531136,1.3466750052115906,0.2733118971061093,0.46385799503132796
미라시아,미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_오븐구이 윙과 킬바사소세지,129,0.7678571428571429,0.4243421052631579,1.34375,0.3760932944606414,0.5708188123576109
미라시아,미라시아_쉬림프 투움바 파스타,미라시아_유자 하이볼,160,0.5128205128205128,0.7843137254901961,1.3373554550025137,0.449438202247191,0.6342019922059922
미라시아,미라시아_BBQ 고기추가,미라시아_보일링 랍스타 플래터,104,0.5252525252525253,0.49760765550239233,1.3370064279155187,0.3432343234323432,0.5112432665939183
미라시아,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_오븐구이 윙과 킬바사소세지,123,0.7639751552795031,0.40460526315789475,1.3369565217391306,0.35964912280701755,0.5559751511964872
미라시아,미라시아_오븐구이 윙과 킬바사소세지,미라시아_파스타면 추가(150g),125,0.41118421052631576,0.7621951219512195,1.3338414634146343,0.36443148688046645,0.5598237217968896
미라시아,미라시아_브런치(대인) 주말,미라시아_콥 샐러드,64,0.31840796019900497,0.5039370078740157,1.333803423825753,0.24242424242424243,0.4005715351169567
미라시아,미라시아_글라스와인 (레드),미라시아_핑크레몬에이드,73,0.5934959349593496,0.3080168776371308,1.332235600837021,0.25435540069686413,0.4275590775278997
미라시아,미라시아_BBQ 고기추가,미라시아_코카콜라,117,0.5909090909090909,0.4936708860759494,1.3264288454161872,0.36792452830188677,0.5401061141103891
미라시아,미라시아_오븐구이 윙과 킬바사소세지,미라시아_칠리 치즈 프라이,156,0.5131578947368421,0.7572815533980582,1.325242718446602,0.4406779661016949,0.6233819115636843
미라시아,미라시아_보일링 랍스타 플래터,미라시아_오븐구이 윙과 킬바사소세지,158,0.7559808612440191,0.5197368421052632,1.3229665071770338,0.4450704225352113,0.6268262163590349
미라시아,미라시아_오븐구이 윙과 킬바사소세지,미라시아_핑크레몬에이드,179,0.5888157894736842,0.7552742616033755,1.3217299578059074,0.494475138121547,0.6668713598702117
