영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원","느티나무 셀프BBQ_본삼겹 (단품,실내)",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈야채세트,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면 ,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드 ,라그로타_아메리카노,라그로타_알리오 에 올리오 ,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지 ,미라시아_브런치 4인 패키지 ,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,연회장_Cass Beer,연회장_Conference L1,연회장_Conference L2,연회장_Conference L3,연회장_Conference M1,연회장_Conference M8,연회장_Conference M9,연회장_Convention Hall,연회장_Cookie Platter,연회장_Grand Ballroom,연회장_OPUS 2,연회장_Regular Coffee,연회장_골뱅이무침,연회장_공깃밥,연회장_돈목살 김치찌개 (밥포함),연회장_로제 치즈떡볶이,연회장_마라샹궈,연회장_매콤 무뼈닭발&계란찜,연회장_모둠 돈육구이(3인),연회장_삼겹살추가 (200g),연회장_야채추가,연회장_왕갈비치킨,연회장_주먹밥 (2ea),카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜 ,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
TEST_06+6일,4,0,2,5,0,1,12,0,1,1,0,0,0,0,0,0,3,0,0,6,24,0,0,0,0,1,0,3,4,5,1,7,4,1,0,0,48,4,2,36,7,0,0,0,0,1,0,13,0,12,13,0,1,0,2,0,1,0,0,0,13,7,10,15,3,0,2,3,3,2,3,1,0,0,5,0,2,1,1,1,2,1,1,4,0,1,3,1,5,3,97,0,10,11,1,6,0,0,13,5,4,1,2,0,2,81,32,8,2,1,4,0,5,0,0,3,0,0,2,3,1,1,0,1,0,1,0,0,2,13,0,1,64,2,8,11,1,3,1,16,3,2,7,1,60,41,35,64,66,53,30,30,4,143,109,99,70,20,0,62,51,11,34,13,70,62,12,0,519,311,63,326,49,91,106,177,26,8,122,74,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_06+7일,4,0,5,4,0,0,0,0,2,1,0,0,0,0,0,0,1,1,0,1,1,0,2,0,0,1,0,12,11,7,5,1,1,0,0,1,33,7,1,21,21,2,0,5,0,0,0,6,0,8,27,0,9,0,0,4,1,2,2,0,28,9,3,21,5,6,1,1,6,1,2,9,0,0,2,4,0,1,0,1,1,1,2,0,1,2,3,4,2,2,2,3,7,16,1,2,2,2,1,4,4,4,2,0,69,3,23,6,2,1,7,1,1,0,1,0,8,6,4,5,4,3,0,0,0,0,0,0,1,1,0,0,0,13,1,5,4,5,6,12,3,1,2,8,94,83,0,0,76,87,54,73,10,232,182,247,93,30,3,73,72,8,55,23,112,76,48,0,813,458,157,608,75,107,180,339,46,22,217,157,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_07+1일,3,0,5,2,2,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,28,11,7,2,7,2,0,5,65,13,7,34,50,2,0,0,0,3,0,5,2,9,34,2,9,2,7,0,5,0,5,0,28,16,8,21,12,3,3,3,3,7,2,8,2,0,5,7,2,0,0,3,0,3,5,2,5,3,5,3,3,9,0,7,15,21,7,2,7,0,40,15,2,0,2,0,96,0,24,13,5,2,16,0,5,0,0,2,5,2,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,5,5,5,17,7,2,3,0,88,167,0,0,71,82,53,39,9,215,147,248,72,49,2,71,89,5,50,23,110,80,60,0,445,358,138,375,69,106,111,284,65,17,123,106,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_07+2일,4,0,6,7,0,4,10,0,7,2,0,0,0,0,0,0,0,0,0,1,7,4,1,1,47,0,0,0,16,8,7,0,2,0,0,2,44,10,3,25,31,1,0,0,0,1,0,1,0,5,24,1,6,0,2,0,1,0,1,0,20,7,6,18,7,1,1,2,1,3,3,4,0,0,7,2,1,0,0,6,0,1,1,0,2,6,2,2,4,7,0,2,9,14,3,0,2,0,21,12,0,0,1,0,28,142,69,6,5,1,9,1,2,0,0,0,2,0,4,0,2,0,0,0,1,0,0,0,0,4,0,0,47,3,0,4,1,2,4,12,3,0,6,0,73,110,0,0,68,70,45,29,4,175,120,133,67,33,4,72,81,7,43,22,91,79,45,0,384,252,95,267,48,68,78,195,47,8,94,79,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_07+3일,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,5,2,1,0,0,1,25,4,3,11,12,1,0,0,0,0,0,0,0,1,15,0,5,2,1,0,0,0,1,0,6,1,2,12,1,1,1,0,3,0,3,2,0,0,0,2,0,1,0,2,1,0,0,0,0,1,0,2,2,1,21,0,1,2,0,0,0,0,9,1,1,0,1,0,4,53,16,2,0,0,6,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,14,2,2,2,0,2,1,3,0,0,1,0,56,42,0,0,54,36,19,17,5,103,59,57,41,9,4,34,33,5,27,14,50,45,15,0,153,92,29,76,14,34,24,98,12,2,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_07+4일,2,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,1,4,0,2,0,2,19,0,0,75,4,5,0,2,3,0,0,0,15,2,4,17,7,1,0,0,1,7,0,0,0,1,5,2,4,0,3,0,0,0,2,0,4,1,2,3,1,0,0,0,5,2,2,6,1,0,0,0,0,0,1,1,1,2,0,4,1,3,2,1,3,3,15,3,3,14,14,0,0,0,15,2,0,0,2,0,0,46,16,8,2,7,25,1,2,0,0,3,3,1,12,0,8,0,1,0,1,1,1,0,0,4,0,0,71,0,1,0,0,0,0,21,0,0,0,0,40,24,0,0,41,26,26,12,2,85,48,55,51,16,3,37,38,5,28,16,41,37,9,0,162,118,27,75,11,31,22,68,11,3,34,36,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_07+5일,0,0,3,1,0,0,11,0,0,0,0,0,0,0,0,0,49,0,0,70,17,0,0,1,0,47,11,73,10,1,1,6,1,0,0,0,13,2,5,15,11,0,0,0,0,4,0,2,1,0,5,0,4,0,1,0,0,0,0,0,13,51,3,4,1,1,0,0,1,1,1,2,0,0,2,1,0,0,0,2,0,1,1,0,1,0,0,1,2,2,31,0,3,2,1,1,0,0,15,1,0,1,2,0,0,40,20,1,2,0,4,0,0,0,0,1,1,0,1,1,0,30,0,1,1,2,0,0,1,1,1,1,30,1,6,6,2,0,4,5,3,2,3,4,29,40,0,121,36,31,24,22,5,93,62,47,45,10,2,31,35,5,21,10,59,39,12,0,167,91,33,85,12,30,33,56,17,5,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_07+6일,0,0,6,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,2,24,65,27,2,0,2,3,3,1,0,5,26,14,2,21,2,0,0,0,0,2,1,1,0,3,13,0,1,0,1,0,0,2,2,0,11,6,3,12,0,2,4,0,1,3,3,4,1,0,2,0,1,3,1,0,0,4,0,3,0,2,1,2,3,4,105,2,3,4,1,0,0,0,30,6,4,1,1,0,0,41,12,3,2,1,6,0,1,0,0,1,0,1,2,1,1,0,0,0,1,0,0,0,0,1,1,0,3,4,11,10,3,4,1,12,3,6,4,7,53,64,138,5,48,27,30,27,3,142,74,107,64,16,0,44,32,6,33,14,61,44,15,0,296,149,45,158,23,46,23,115,18,5,51,46,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_07+7일,0,0,7,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,7,1,2,3,1,0,0,4,25,5,4,24,10,2,0,2,0,1,0,4,3,5,24,1,14,3,2,0,5,0,0,2,17,4,9,13,3,1,2,2,6,1,1,5,1,0,1,4,1,1,0,5,1,3,2,3,2,5,0,2,4,4,3,0,6,17,5,0,1,1,2,9,2,1,9,1,80,2,55,6,2,2,2,0,3,1,1,2,2,5,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,8,10,7,4,1,3,13,2,3,6,4,67,77,0,1,66,51,41,29,2,172,136,171,71,27,1,44,49,8,47,22,100,69,29,0,442,275,63,217,32,77,83,203,36,8,79,72,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_08+1일,0,0,9,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,11,0,0,5,7,0,0,0,0,2,0,3,0,0,7,0,3,0,3,0,0,0,3,0,7,8,17,2,5,2,2,3,3,0,0,3,0,0,5,0,0,0,0,2,0,3,0,0,2,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,221,0,65,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,2,0,0,7,0,0,9,5,0,0,5,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_08+2일,0,0,3,1,0,0,22,0,0,0,0,0,0,0,0,0,105,0,0,38,24,0,0,1,0,5,0,0,3,0,1,0,0,0,0,1,4,0,0,4,4,0,0,0,0,0,0,4,0,0,6,0,8,0,1,0,0,0,1,0,2,4,13,1,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,3,0,0,0,0,0,0,0,0,61,40,17,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,70,4,0,0,0,0,7,0,0,7,1,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_08+3일,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,96,0,0,34,12,0,0,0,83,42,0,120,0,0,0,1,0,0,0,0,5,1,1,5,0,1,0,2,0,1,0,4,0,2,2,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,4,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_08+4일,0,165,0,0,0,0,64,0,0,0,0,0,0,0,0,0,108,0,0,103,67,0,0,0,2,1,0,74,2,0,0,0,0,1,0,0,10,3,2,8,2,1,0,0,0,1,0,2,0,2,6,0,2,3,2,1,2,0,3,0,0,0,0,5,0,0,0,0,4,0,1,1,1,0,0,0,1,1,2,0,0,0,1,0,3,0,1,0,2,2,47,0,0,1,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,2,0,73,55,3,0,2,0,0,2,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_08+5일,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,31,10,0,0,0,77,8,0,107,0,0,0,1,0,0,0,0,13,1,1,12,0,0,0,0,0,0,0,0,0,1,5,0,4,0,1,0,0,0,0,0,2,0,1,3,1,1,0,0,2,0,6,0,0,1,2,0,0,5,2,1,0,0,0,0,0,1,7,0,11,1,13,0,0,1,0,0,0,0,2,0,0,0,0,0,0,9,1,0,0,0,5,0,0,0,0,0,0,0,0,0,1,38,1,1,1,1,1,1,1,0,1,0,229,0,0,0,0,0,0,0,0,0,0,0,15,0,77,157,1,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEST_08+6일,10,6,19,5,2,3,3,0,4,1,11,1,0,0,0,0,4,3,2,6,4,0,1,0,3,109,0,3,2,0,0,6,3,4,2,0,21,1,1,19,2,0,6,0,0,2,0,2,1,2,10,0,3,1,0,2,1,0,0,0,5,3,1,8,4,2,1,1,7,1,5,3,1,0,1,0,0,0,0,2,1,1,1,2,1,1,1,1,3,2,16,1,4,5,3,0,0,0,14,0,0,0,0,0,0,23,0,1,1,0,1,0,2,2,0,2,0,0,6,0,0,0,2,1,1,1,1,0,1,2,0,0,36,1,0,4,0,1,1,2,0,0,6,0,8,0,171,155,4,0,1,0,0,1,0,0,9,2,0,0,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,26,12,38,5,8,21,7,141,35,71,26,3,22
TEST_08+7일,8,0,8,10,1,2,1,0,2,2,1,2,0,0,0,0,3,3,0,5,1,0,4,0,1,0,0,14,6,4,4,11,5,2,2,3,52,1,6,55,14,1,1,0,0,6,0,6,0,5,13,0,13,0,2,1,3,1,4,0,10,1,8,5,1,2,0,1,2,1,7,5,2,1,8,1,1,1,0,5,0,1,3,0,4,0,2,1,6,5,1,5,9,21,2,0,0,0,1,30,1,4,6,0,152,1,34,5,6,1,6,3,5,1,0,4,1,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,8,1,2,2,13,1,1,2,3,2,0,45,32,9,0,5,0,0,4,0,0,8,3,0,0,7,0,2,4,2,0,0,3,3,3,0,0,0,3,1,8,0,0,0,0,36,19,54,10,12,22,14,249,37,103,36,6,48
TEST_09+1일,0,0,9,2,0,2,2,0,3,0,0,2,0,3,7,0,0,2,0,0,0,3,0,0,0,0,0,0,23,17,11,7,5,7,0,5,50,0,7,35,53,0,5,0,0,2,0,8,2,2,20,0,38,0,2,0,0,0,2,0,16,16,36,16,8,2,3,2,0,3,5,5,3,0,3,0,0,5,5,5,2,0,7,0,3,0,7,2,5,7,0,0,5,5,0,3,2,0,23,9,2,5,3,3,278,0,52,5,2,2,5,0,0,3,0,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,23,0,20,0,0,54,0,0,46,9,0,0,8,0,11,5,13,0,0,25,35,23,0,17,6,46,71,56,13,11,6,0,65,60,100,23,67,82,31,422,117,97,193,66,149
TEST_09+2일,0,0,3,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,34,7,5,3,5,1,1,0,4,25,0,4,20,16,1,5,0,1,1,0,8,0,1,10,0,15,0,1,0,0,0,3,0,4,4,19,11,7,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,2,0,1,3,5,0,1,0,0,12,4,1,1,4,1,74,121,25,2,0,1,4,0,1,1,0,3,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,9,0,8,0,0,20,0,0,23,4,0,0,4,0,6,1,6,0,0,10,11,6,0,5,1,13,22,16,4,3,1,0,17,18,26,6,19,25,9,168,33,24,51,16,47
TEST_09+3일,2,0,2,2,0,2,11,0,1,0,0,1,0,1,2,0,34,1,0,48,3,0,0,0,2,3,52,39,21,6,3,0,1,2,0,4,6,0,1,8,13,0,2,0,0,1,0,5,0,1,5,0,6,0,1,1,2,0,3,1,1,1,6,23,1,0,0,1,1,0,1,1,0,0,5,0,0,0,0,1,0,0,0,0,1,3,2,3,2,1,75,0,2,0,0,0,0,0,16,1,1,0,3,0,5,94,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,37,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,60,57,8,0,1,0,0,9,0,0,18,1,275,0,1,0,1,1,4,0,0,8,0,0,0,0,0,1,1,1,0,1,0,0,19,20,27,5,27,18,17,120,34,66,116,29,29
TEST_09+4일,0,0,13,1,0,0,10,0,1,0,0,2,0,1,12,2,54,2,0,32,14,0,1,4,43,0,2,32,12,2,3,0,0,0,0,1,23,0,2,13,12,0,6,0,0,1,0,2,0,2,11,0,6,0,2,0,1,1,0,0,11,2,12,13,3,0,0,1,3,0,4,1,2,1,2,0,0,3,1,3,1,2,2,4,2,3,5,2,3,2,2,1,2,2,1,0,0,0,54,3,0,0,2,0,0,77,5,3,0,0,1,0,3,0,0,0,1,0,3,0,0,98,1,0,1,0,1,0,1,0,2,0,35,0,0,0,0,0,0,0,0,0,0,0,5,0,351,251,4,0,4,0,0,12,0,0,12,2,256,0,5,2,3,1,5,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,27,9,19,23,21,25,7,136,52,31,150,28,46
TEST_09+5일,2,0,16,5,0,1,1,0,3,2,0,1,0,4,29,1,3,2,2,3,1,1,0,0,2,0,2,3,15,2,3,2,4,0,0,2,44,0,1,28,20,1,6,1,0,3,0,12,0,5,51,1,4,0,3,0,0,0,0,0,25,1,10,44,5,5,1,6,4,0,1,3,1,1,4,2,0,4,2,4,1,1,3,0,1,0,3,2,3,7,2,3,1,13,2,3,2,0,51,2,1,2,11,0,0,124,28,4,0,0,5,0,2,0,0,1,3,2,4,2,0,7,0,0,0,0,0,0,0,0,1,0,1,5,7,7,1,4,3,11,0,0,6,0,4,0,75,21,5,0,1,0,0,8,0,0,10,3,51,0,4,1,12,4,1,0,0,7,1,3,0,0,0,0,0,2,0,0,0,0,27,9,22,4,17,6,8,149,7,88,24,9,11
TEST_09+6일,19,0,15,3,3,10,1,0,6,1,2,1,0,4,29,2,2,4,2,1,1,2,1,0,1,0,0,1,8,5,8,2,2,2,0,5,54,0,2,42,9,1,7,0,2,1,1,2,0,4,24,1,4,1,2,2,0,1,0,2,9,10,11,16,8,1,0,2,4,0,3,4,4,0,1,0,0,4,0,1,3,0,1,0,5,2,1,2,2,5,0,1,6,14,1,0,0,0,47,7,0,1,4,0,1,184,56,4,3,1,4,0,1,0,0,3,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,4,7,4,2,5,11,1,1,3,0,12,0,26,15,16,0,13,0,0,23,0,0,18,12,15,0,11,1,9,4,12,0,0,13,9,6,0,4,0,8,11,12,2,1,1,5,31,12,44,8,22,21,15,195,43,79,71,21,65
TEST_09+7일,5,0,15,12,4,5,0,0,6,3,1,3,0,5,38,4,0,1,3,0,3,0,2,0,0,0,0,0,10,1,6,10,2,0,0,3,55,0,6,35,15,3,4,0,1,4,1,4,0,2,21,0,6,0,9,0,8,0,3,0,13,11,17,21,27,2,1,3,6,0,5,4,1,3,3,1,0,1,3,2,1,1,2,0,1,0,1,3,2,3,0,4,7,13,0,5,2,2,4,15,6,1,18,0,161,8,59,8,5,4,10,1,3,0,3,3,2,2,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,9,1,2,5,7,4,1,4,0,10,0,3,0,17,0,9,0,0,25,0,0,41,10,1,0,6,1,9,1,12,0,0,10,10,4,0,4,0,21,4,19,7,0,0,3,26,20,56,9,25,28,10,247,20,158,22,8,28
