영업일자,느티나무 셀프BBQ_1인 수저세트,느티나무 셀프BBQ_BBQ55(단체),"느티나무 셀프BBQ_대여료 30,000원","느티나무 셀프BBQ_대여료 60,000원","느티나무 셀프BBQ_대여료 90,000원","느티나무 셀프BBQ_본삼겹 (단품,실내)",느티나무 셀프BBQ_스프라이트 (단체),느티나무 셀프BBQ_신라면,느티나무 셀프BBQ_쌈야채세트,느티나무 셀프BBQ_쌈장,느티나무 셀프BBQ_육개장 사발면,느티나무 셀프BBQ_일회용 소주컵,느티나무 셀프BBQ_일회용 종이컵,느티나무 셀프BBQ_잔디그늘집 대여료 (12인석),느티나무 셀프BBQ_잔디그늘집 대여료 (6인석),느티나무 셀프BBQ_잔디그늘집 의자 추가,느티나무 셀프BBQ_참이슬 (단체),느티나무 셀프BBQ_친환경 접시 14cm,느티나무 셀프BBQ_친환경 접시 23cm,느티나무 셀프BBQ_카스 병(단체),느티나무 셀프BBQ_콜라 (단체),느티나무 셀프BBQ_햇반,느티나무 셀프BBQ_허브솔트,담하_(단체) 공깃밥,담하_(단체) 생목살 김치전골 2.0,담하_(단체) 은이버섯 갈비탕,담하_(단체) 한우 우거지 국밥,담하_(단체) 황태해장국 3/27까지,담하_(정식) 된장찌개,담하_(정식) 물냉면 ,담하_(정식) 비빔냉면,담하_(후식) 된장찌개,담하_(후식) 물냉면,담하_(후식) 비빔냉면,담하_갑오징어 비빔밥,담하_갱시기,담하_공깃밥,담하_꼬막 비빔밥,담하_느린마을 막걸리,담하_담하 한우 불고기,담하_담하 한우 불고기 정식,담하_더덕 한우 지짐,담하_들깨 양지탕,담하_라면사리,담하_룸 이용료,담하_메밀면 사리,담하_명인안동소주,담하_명태회 비빔냉면,담하_문막 복분자 칵테일,담하_봉평메밀 물냉면,담하_생목살 김치찌개,담하_스프라이트,담하_은이버섯 갈비탕,담하_제로콜라,담하_참이슬,담하_처음처럼,담하_카스,담하_콜라,담하_테라,담하_하동 매실 칵테일,담하_한우 떡갈비 정식,담하_한우 미역국 정식,담하_한우 우거지 국밥,담하_한우 차돌박이 된장찌개,담하_황태해장국,라그로타_AUS (200g),라그로타_G-Charge(3),라그로타_Gls.Sileni,라그로타_Gls.미션 서드,라그로타_Open Food,라그로타_그릴드 비프 샐러드,라그로타_까르보나라,라그로타_모둠 해산물 플래터,라그로타_미션 서드 카베르네 쉬라,라그로타_버섯 크림 리조또,라그로타_빵 추가 (1인),라그로타_스프라이트,라그로타_시저 샐러드 ,라그로타_아메리카노,라그로타_알리오 에 올리오 ,라그로타_양갈비 (4ps),라그로타_자몽리치에이드,라그로타_제로콜라,라그로타_카스,라그로타_콜라,라그로타_하이네켄(생),라그로타_한우 (200g),라그로타_해산물 토마토 리조또,라그로타_해산물 토마토 스튜 파스타,라그로타_해산물 토마토 스파게티,"미라시아_(단체)브런치주중 36,000",미라시아_(오븐) 하와이안 쉬림프 피자,미라시아_(화덕) 불고기 페퍼로니 반반피자,미라시아_BBQ Platter,미라시아_BBQ 고기추가,미라시아_공깃밥,미라시아_글라스와인 (레드),미라시아_레인보우칵테일(알코올),미라시아_미라시아 브런치 (패키지),미라시아_버드와이저(무제한),미라시아_보일링 랍스타 플래터,미라시아_보일링 랍스타 플래터(덜매운맛),미라시아_브런치 2인 패키지 ,미라시아_브런치 4인 패키지 ,미라시아_브런치(대인) 주말,미라시아_브런치(대인) 주중,미라시아_브런치(어린이),미라시아_쉬림프 투움바 파스타,미라시아_스텔라(무제한),미라시아_스프라이트,미라시아_애플망고 에이드,미라시아_얼그레이 하이볼,미라시아_오븐구이 윙과 킬바사소세지,미라시아_유자 하이볼,미라시아_잭 애플 토닉,미라시아_칠리 치즈 프라이,미라시아_코카콜라,미라시아_코카콜라(제로),미라시아_콥 샐러드,미라시아_파스타면 추가(150g),미라시아_핑크레몬에이드,연회장_Cass Beer,연회장_Conference L1,연회장_Conference L2,연회장_Conference L3,연회장_Conference M1,연회장_Conference M8,연회장_Conference M9,연회장_Convention Hall,연회장_Cookie Platter,연회장_Grand Ballroom,연회장_OPUS 2,연회장_Regular Coffee,연회장_골뱅이무침,연회장_공깃밥,연회장_돈목살 김치찌개 (밥포함),연회장_로제 치즈떡볶이,연회장_마라샹궈,연회장_매콤 무뼈닭발&계란찜,연회장_모둠 돈육구이(3인),연회장_삼겹살추가 (200g),연회장_야채추가,연회장_왕갈비치킨,연회장_주먹밥 (2ea),카페테리아_공깃밥(추가),카페테리아_구슬아이스크림,카페테리아_단체식 13000(신),카페테리아_단체식 18000(신),카페테리아_돼지고기 김치찌개,카페테리아_복숭아 아이스티,카페테리아_새우 볶음밥,카페테리아_새우튀김 우동,카페테리아_샷 추가,카페테리아_수제 등심 돈까스,카페테리아_아메리카노(HOT),카페테리아_아메리카노(ICE),카페테리아_약 고추장 돌솥비빔밥,카페테리아_어린이 돈까스,카페테리아_오픈푸드,카페테리아_진사골 설렁탕,카페테리아_짜장면,카페테리아_짜장밥,카페테리아_짬뽕,카페테리아_짬뽕밥,카페테리아_치즈돈까스,카페테리아_카페라떼(HOT),카페테리아_카페라떼(ICE),카페테리아_한상 삼겹구이 정식(2인) 소요시간 약 15~20분,포레스트릿_꼬치어묵,포레스트릿_떡볶이,포레스트릿_복숭아 아이스티,포레스트릿_생수,포레스트릿_스프라이트,포레스트릿_아메리카노(HOT),포레스트릿_아메리카노(ICE),포레스트릿_치즈 핫도그,포레스트릿_카페라떼(HOT),포레스트릿_카페라떼(ICE),포레스트릿_코카콜라,포레스트릿_페스츄리 소시지,화담숲주막_느린마을 막걸리,화담숲주막_단호박 식혜 ,화담숲주막_병천순대,화담숲주막_스프라이트,화담숲주막_참살이 막걸리,화담숲주막_찹쌀식혜,화담숲주막_콜라,화담숲주막_해물파전,화담숲카페_메밀미숫가루,화담숲카페_아메리카노 HOT,화담숲카페_아메리카노 ICE,화담숲카페_카페라떼 ICE,화담숲카페_현미뻥스크림
TEST_06+6일,4,13,6,4,1,2,9,2,2,1,2,1,2,2,11,2,17,1,2,19,10,2,1,2,8,7,6,22,7,3,3,6,2,2,2,2,32,3,4,33,13,2,6,2,1,4,2,5,2,3,20,2,8,1,3,2,2,2,2,1,11,7,12,14,8,2,2,2,5,1,2,2,2,2,2,3,1,2,2,2,2,2,2,2,2,2,2,3,2,6,24,1,4,9,1,1,1,1,28,5,1,1,7,1,9,54,25,3,3,1,5,2,2,1,2,1,6,2,2,1,2,5,1,1,1,1,1,1,1,2,1,1,4,3,2,3,0,2,2,5,1,1,2,2,64,56,30,18,81,47,55,57,5,131,73,73,79,33,15,45,73,7,49,26,74,48,16,7,462,432,107,372,80,110,140,298,47,16,162,121,3,0,3,0,1,1,0,6,3,0,6,0,0
TEST_06+7일,4,2,7,6,2,2,3,3,3,2,2,2,3,2,8,2,4,2,2,5,3,2,2,2,5,5,4,23,9,5,4,8,3,2,3,3,40,3,6,42,17,2,8,3,2,7,2,6,2,5,28,3,12,2,6,3,4,3,3,2,16,10,18,21,12,3,2,4,7,2,3,3,2,2,3,5,2,3,2,3,2,3,2,3,3,4,2,5,3,8,8,2,7,14,2,2,2,2,22,7,2,2,12,2,55,9,27,5,5,2,7,3,4,2,2,2,5,2,2,2,3,5,1,1,1,1,1,1,2,3,1,1,4,4,3,4,5,2,3,6,2,2,2,2,88,98,27,4,108,74,77,90,13,155,121,124,104,48,22,56,99,15,69,38,103,84,34,13,491,493,160,434,110,162,223,379,72,28,244,182,4,0,4,0,0,0,0,3,4,0,9,0,0
TEST_07+1일,3,0,5,4,1,1,1,1,1,1,1,1,1,1,8,1,0,1,1,0,2,1,1,0,3,3,2,12,7,3,2,6,1,1,1,1,30,2,2,27,16,1,5,1,1,4,0,4,0,3,21,1,9,1,3,1,1,1,1,1,14,7,16,18,9,1,1,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,1,5,4,1,4,10,1,1,1,1,19,5,1,1,8,0,57,0,24,3,3,1,4,1,2,1,1,1,0,1,1,1,1,3,0,0,0,0,0,0,0,1,0,0,2,2,2,3,1,0,1,5,1,0,1,1,61,67,25,11,72,46,53,57,8,117,78,83,77,35,15,38,67,8,47,26,70,52,19,6,375,376,104,313,79,96,124,279,45,5,120,108,0,0,0,0,0,0,0,0,1,0,2,0,0
TEST_07+2일,2,9,3,2,0,0,4,1,0,0,0,0,0,0,5,0,8,0,0,10,5,0,0,0,5,4,3,10,4,1,1,3,0,0,1,1,18,1,1,15,10,0,3,1,0,2,0,2,0,1,11,0,5,0,1,0,0,0,0,0,8,4,8,10,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,3,14,0,2,6,0,0,0,0,14,4,0,0,4,0,3,40,17,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,2,0,0,0,0,28,24,4,2,39,15,25,20,0,81,30,33,42,15,5,26,34,1,20,12,35,18,4,0,214,222,45,185,28,35,51,123,7,0,59,45,2,1,0,0,0,0,0,0,0,0,0,1,0
TEST_07+3일,2,9,2,1,0,0,4,1,0,0,0,0,0,0,5,0,9,0,0,11,5,1,0,0,5,4,3,11,4,1,0,2,0,0,1,0,15,1,1,12,9,0,2,0,0,1,0,1,0,1,10,0,3,0,1,0,0,0,0,0,6,3,6,8,4,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,2,16,0,2,5,1,0,0,0,12,4,1,0,3,0,5,40,16,2,2,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,3,0,0,1,0,25,22,9,8,33,14,22,18,0,68,27,30,36,13,4,25,29,0,17,10,29,17,3,0,176,188,34,154,23,31,37,92,5,0,50,34,0,2,0,0,0,0,0,0,0,0,4,0,0
TEST_07+4일,2,9,2,1,0,0,4,1,1,0,0,0,0,0,5,0,9,0,0,11,4,1,0,0,5,4,3,12,4,1,0,2,0,0,1,0,15,1,0,11,8,0,2,0,0,1,0,1,0,1,9,0,3,0,0,0,0,0,0,0,5,2,5,7,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,16,0,1,5,0,0,0,0,10,3,0,0,3,0,3,38,14,2,2,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,3,0,0,1,0,23,19,9,17,31,12,20,17,0,58,25,27,33,11,2,22,26,0,15,7,27,15,2,0,154,165,28,140,19,24,26,77,1,0,38,25,1,3,0,2,1,0,1,2,1,0,6,1,0
TEST_07+5일,3,15,3,2,0,1,9,2,2,1,1,0,1,1,10,1,17,1,1,20,10,2,0,1,8,7,6,16,5,2,1,3,1,1,2,1,18,2,2,14,10,1,3,1,1,2,1,3,1,2,11,1,4,1,1,1,1,1,1,1,6,4,7,9,5,1,1,1,2,0,1,1,1,1,1,2,0,1,1,1,1,0,1,1,1,1,1,1,1,3,20,1,2,5,1,0,0,1,13,4,1,0,3,0,2,42,15,2,2,0,2,1,1,1,1,1,1,1,1,0,1,4,0,0,0,0,1,0,0,2,0,0,3,2,1,2,0,1,1,4,1,1,1,1,26,21,14,24,34,14,21,20,1,68,27,28,38,12,5,23,29,0,17,9,30,15,3,0,184,198,34,160,24,32,38,115,5,0,44,33,3,3,1,2,2,1,1,10,3,1,8,1,1
TEST_07+6일,4,12,4,3,1,1,8,2,2,1,1,1,1,2,10,1,14,1,1,16,9,2,1,1,8,7,6,19,6,3,2,4,1,1,2,1,23,2,2,21,11,1,4,1,1,3,1,3,1,3,13,1,6,0,2,1,1,1,1,1,8,5,8,10,6,1,1,1,3,1,1,1,1,1,1,3,0,1,1,2,1,1,1,1,1,2,1,2,1,4,21,1,3,7,1,0,0,1,18,5,1,0,5,0,6,41,18,3,3,0,3,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,2,1,1,4,2,1,2,0,1,1,5,1,1,2,1,34,26,27,31,45,19,28,26,2,80,35,37,48,17,9,28,39,2,22,14,40,19,6,1,287,281,69,256,56,68,86,196,24,9,90,72,4,4,3,3,3,3,2,15,6,3,12,2,3
TEST_07+7일,5,1,6,5,1,2,2,2,3,1,2,1,2,2,7,2,2,2,2,2,3,2,1,1,5,5,4,19,9,4,3,7,2,2,2,2,34,2,4,32,15,2,7,2,1,5,1,5,1,4,20,1,10,1,4,2,3,2,2,2,13,8,14,17,10,2,2,3,5,1,2,2,1,1,2,3,1,2,1,2,1,1,1,2,1,3,1,3,2,6,6,2,6,11,2,2,2,2,15,7,2,2,10,2,53,3,21,5,5,1,5,3,3,2,2,2,2,1,2,2,2,5,1,1,1,1,1,1,1,3,1,1,4,4,2,4,3,2,2,7,1,1,2,2,56,58,19,10,69,43,47,52,9,109,71,74,73,30,16,38,63,10,40,25,67,44,19,7,396,387,117,339,84,114,167,285,47,22,167,128,7,4,7,3,5,3,2,21,11,6,24,4,8
TEST_08+1일,3,0,4,2,0,1,0,1,1,0,1,0,1,1,5,1,0,1,1,0,0,1,0,0,3,3,2,7,5,2,1,4,1,1,1,1,18,1,2,16,11,0,4,1,0,2,0,2,0,2,12,0,4,0,1,1,1,0,1,1,8,4,9,10,5,1,1,1,2,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,4,0,1,2,3,1,0,0,1,11,3,1,0,3,0,56,0,14,2,2,0,1,0,1,1,0,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,1,2,1,0,1,4,0,0,1,1,4,1,0,0,6,1,4,1,0,9,1,0,8,2,2,2,5,1,3,1,6,0,0,1,6,8,1,7,0,0,6,4,0,0,0,2,5,2,4,0,5,2,1,11,7,4,12,0,6
TEST_08+2일,1,15,1,0,0,0,3,1,0,0,0,0,0,0,4,0,13,0,0,15,3,0,0,1,5,4,3,6,2,0,0,2,0,0,1,1,10,1,0,8,6,0,2,1,0,0,1,0,1,0,5,0,1,0,0,0,0,0,0,0,3,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,0,6,2,0,0,0,0,0,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,0,5,18,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1
TEST_08+3일,1,17,1,0,0,1,3,1,0,0,1,0,0,0,4,1,15,0,0,17,4,1,0,1,5,4,3,9,2,0,0,1,0,1,1,1,8,1,0,6,6,1,1,1,1,0,1,0,1,0,4,0,0,0,0,1,0,0,0,0,3,0,3,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,0,0,4,1,0,0,0,0,0,22,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,2,1,0,1,0,0,0,11,26,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,3,3,0,11,6,3,11,2,4
TEST_08+4일,1,19,1,0,0,1,4,1,1,0,1,0,0,1,5,0,16,0,0,19,4,1,0,1,5,4,3,11,2,0,0,1,0,1,1,1,9,1,0,7,6,0,1,1,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,0,2,0,3,3,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,0,0,0,0,5,1,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,2,0,0,1,0,0,0,11,26,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,1,1,0,9,6,3,11,2,4
TEST_08+5일,3,32,2,1,1,1,10,2,2,1,1,1,0,2,12,1,29,1,1,32,11,2,1,2,7,7,5,15,3,1,1,2,1,1,2,1,10,2,1,9,7,1,2,1,1,1,1,1,1,1,6,0,0,1,0,1,0,0,0,1,3,1,3,4,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1,20,0,0,0,1,0,0,0,7,2,1,0,0,0,0,26,6,1,1,0,0,0,0,1,1,0,1,0,1,0,0,4,1,1,1,1,1,1,1,2,1,1,3,1,1,2,0,1,1,3,1,1,2,1,0,0,15,31,0,0,0,0,0,0,0,0,3,0,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,13,5,9,9,5,28,11,8,21,6,9
TEST_08+6일,4,26,4,2,1,1,10,2,2,1,1,1,1,2,12,1,25,1,1,28,11,2,1,2,8,7,6,18,4,2,1,3,1,1,2,2,15,3,2,15,8,1,3,1,1,2,1,2,1,2,8,1,3,1,1,1,1,0,1,1,5,3,6,6,3,1,1,1,2,1,1,1,1,1,1,2,0,1,1,2,1,0,1,1,1,2,1,1,1,4,22,1,1,2,1,0,1,1,13,3,1,1,1,1,3,31,10,1,1,0,1,0,0,1,1,1,2,0,1,1,0,4,1,1,1,1,1,1,1,3,1,1,4,2,1,2,0,1,2,4,1,1,2,1,2,1,22,34,4,0,3,1,1,6,2,2,8,1,3,2,3,1,1,0,4,0,2,1,12,10,1,7,0,1,1,1,0,0,0,3,19,14,24,13,17,18,13,53,16,12,33,8,13
TEST_08+7일,6,0,6,5,2,2,2,3,3,2,2,2,3,2,7,2,0,2,2,0,3,3,2,1,5,5,4,17,7,5,4,7,3,2,3,2,30,3,4,28,13,2,7,2,2,5,1,5,1,5,15,1,7,1,4,2,3,2,3,2,11,7,12,12,8,2,2,3,5,2,2,2,2,2,2,4,1,2,1,3,2,1,1,2,2,3,2,3,2,7,2,2,5,7,2,2,1,2,8,6,2,1,6,1,53,0,13,5,5,1,4,2,3,2,2,2,0,1,2,2,1,5,1,1,1,1,1,1,2,3,1,1,4,4,2,4,3,2,3,7,2,2,3,2,8,2,7,11,12,2,7,2,0,18,3,4,15,5,3,3,11,4,6,4,11,0,2,4,16,17,6,17,2,6,17,13,0,0,9,8,47,37,55,33,45,44,37,98,35,27,60,20,30
TEST_09+1일,8,1,7,5,1,2,3,2,3,1,2,1,2,2,12,1,3,1,2,1,4,2,1,1,4,5,4,13,10,5,4,7,2,2,2,1,34,2,4,31,17,1,7,1,1,5,1,5,1,5,19,1,11,1,4,2,3,2,2,1,14,10,15,16,12,2,1,3,5,1,2,1,1,1,1,4,0,2,1,2,1,1,1,2,2,3,1,3,2,7,4,1,5,10,1,1,1,1,22,7,1,1,9,1,65,10,22,5,5,1,4,2,3,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,3,3,2,4,2,1,2,6,1,1,2,2,11,2,12,16,18,0,11,2,0,28,2,4,22,7,4,2,14,3,8,6,15,0,1,5,19,19,10,25,6,12,28,23,4,2,11,16,93,69,115,59,85,95,70,249,70,54,110,42,57
TEST_09+2일,2,21,2,1,0,0,6,0,0,0,0,0,0,0,7,0,18,0,0,20,7,0,0,0,5,5,4,11,4,1,0,2,0,0,1,0,20,1,1,17,9,0,3,0,0,1,0,1,0,1,8,0,4,0,1,0,0,0,0,0,6,3,6,6,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,0,1,3,0,0,0,0,15,3,0,0,2,0,6,42,12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,26,46,6,0,3,0,0,7,0,0,11,0,2,0,4,0,0,0,5,0,0,1,0,0,0,0,0,1,2,0,0,0,0,2,7,0,11,0,4,7,0,41,16,9,27,3,10
TEST_09+3일,4,26,3,2,1,1,8,2,1,1,1,1,1,1,9,1,22,1,1,25,8,1,1,1,7,6,5,16,6,3,2,3,1,1,2,1,21,2,2,18,11,1,4,1,1,2,1,2,1,3,10,1,5,1,1,1,1,1,1,1,7,4,7,8,6,1,1,1,2,1,1,1,1,1,1,2,0,1,1,1,1,1,1,0,1,1,1,1,1,3,22,1,2,4,1,0,1,0,16,4,1,0,3,1,7,44,12,2,2,0,2,1,1,1,1,0,1,1,1,1,0,4,1,1,1,1,1,1,0,2,0,1,3,2,1,2,0,1,1,4,1,1,1,1,3,1,35,56,8,0,4,0,0,9,0,2,13,1,3,2,6,1,1,1,6,0,2,2,1,1,2,4,2,5,7,3,1,0,0,7,37,24,50,19,33,37,24,131,43,33,71,25,33
TEST_09+4일,4,28,3,2,1,1,9,2,2,1,1,1,1,2,10,1,24,1,1,28,9,2,1,2,8,7,6,18,6,3,2,4,2,2,3,2,22,3,2,18,11,1,4,2,1,2,2,3,2,3,10,1,5,1,2,1,1,1,1,1,7,4,7,8,6,2,1,1,2,1,1,1,1,1,1,2,0,1,1,2,1,1,1,1,1,2,1,1,2,3,24,1,2,4,1,1,1,1,16,4,1,1,3,1,8,44,12,3,3,0,2,1,1,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,3,1,1,4,2,1,2,0,1,1,4,1,1,2,1,3,1,42,63,8,0,4,1,1,10,2,4,13,1,4,2,6,2,1,0,6,0,2,2,2,3,3,6,2,5,7,3,1,1,0,8,42,29,55,24,38,43,29,135,48,37,76,30,38
TEST_09+5일,6,38,5,3,1,2,15,3,3,1,2,1,1,2,17,2,32,1,2,36,16,2,1,2,8,8,7,21,7,3,3,4,2,1,3,2,23,3,2,20,12,2,4,2,2,3,2,3,2,3,11,1,5,1,2,1,2,1,1,1,8,5,8,9,6,2,1,2,3,1,1,2,2,1,2,3,0,1,1,2,2,1,1,1,1,2,1,2,2,4,27,1,2,5,1,1,1,1,17,4,1,1,4,1,4,46,13,3,3,0,2,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,4,1,1,5,3,2,3,0,2,2,5,1,1,2,2,3,1,38,56,8,0,4,1,1,19,1,4,14,2,4,2,5,2,2,1,6,0,2,3,7,8,4,13,3,5,12,9,2,1,2,9,71,57,92,50,66,72,57,210,54,41,98,33,42
TEST_09+6일,7,31,6,3,1,1,15,3,3,1,1,1,1,2,17,1,28,1,1,31,16,2,1,2,9,8,7,23,7,3,2,5,2,1,3,2,28,3,2,26,13,1,5,2,1,3,2,3,2,3,13,1,7,1,2,1,2,1,1,1,10,7,10,11,8,2,1,1,3,1,1,1,1,1,1,3,0,1,1,2,1,1,1,1,1,2,1,2,2,5,28,1,3,6,1,0,1,1,22,5,1,1,6,1,8,48,16,3,3,0,2,1,1,1,1,1,2,1,1,1,1,5,1,1,1,1,1,1,1,4,1,1,5,3,1,3,0,1,2,5,1,1,2,1,5,2,45,60,11,0,6,2,1,22,2,6,17,3,4,2,7,2,3,2,8,0,2,3,14,11,4,18,3,5,14,13,1,0,5,10,50,35,67,28,46,52,37,157,58,45,105,35,46
TEST_09+7일,9,4,9,6,2,2,5,3,4,2,2,2,3,3,12,2,5,2,3,5,6,3,2,1,5,5,5,22,11,6,5,8,3,2,3,2,40,3,5,37,17,2,8,2,2,6,1,6,1,6,20,2,11,1,5,2,4,2,3,2,15,11,16,17,12,2,2,4,6,2,2,2,2,2,2,5,1,2,1,3,2,2,1,3,2,4,2,4,2,8,8,2,6,12,2,2,2,2,18,8,2,2,11,2,61,10,19,6,6,1,5,3,4,2,2,2,2,1,2,2,2,6,2,2,2,2,2,2,2,4,2,2,5,5,3,5,3,2,3,7,2,2,3,3,11,2,16,20,18,0,11,2,1,32,2,4,21,8,4,2,15,5,9,6,16,0,2,7,26,27,10,34,8,12,35,28,4,2,19,16,76,53,94,42,69,76,54,228,68,51,113,37,54
